404747807, 4
745511768, 6
874900328, 6
152327230, 6
210758967, 3
373673164, 4
847374521, 5
352981958, 3
19006243, 4
573694042, 6
32467799, 10
704935692, 4
174053500, 7
161355211, 3
249876489, 6
275080443, 4
785499836, 4
253447538, 6
459565860, 5
435112552, 6
433423236, 3
38208686, 3
950652393, 7
694637919, 4
304420488, 4
843680398, 6
628789628, 8
829193108, 5
575469084, 9
386796174, 4
421922172, 5
801187838, 4
66675284, 6
538459516, 5
391729731, 6
645393277, 4
893428442, 8
788845692, 4
845862586, 5
458115769, 4
272805417, 4
585125337, 2
316371555, 3
585409491, 2
83791292, 9
98459269, 6
290465372, 8
41480005, 5
736496797, 4
405935216, 6
46022640, 5
841936294, 7
595149384, 4
124727470, 4
894801118, 3
448981950, 6
186745855, 6
204441323, 3
773409630, 4
492038132, 5
598269688, 2
864677710, 5
687293612, 3
11833513, 1
683391177, 10
311479526, 9
584471530, 8
24187158, 4
549294287, 4
294058641, 9
978929729, 4
737994559, 4
797234834, 4
544024776, 2
827654865, 9
413380707, 4
429008397, 2
172725680, 2
480722427, 4
98812507, 4
874706605, 4
716505880, 5
90961646, 5
557874475, 4
663072927, 5
871885304, 7
172898582, 3
408548957, 6
805523109, 4
612363768, 7
152533243, 2
965812613, 3
989994358, 4
457406830, 1
894645213, 8
982848735, 6
18467149, 7
43398858, 5
605421650, 7
167732683, 7
662344972, 7
682451442, 2
296680097, 9
608250441, 5
532663104, 7
69467652, 4
134774670, 5
724210799, 7
243605268, 6
734908631, 6
834791097, 6
80559801, 4
977856305, 8
833659559, 2
786378389, 3
288815493, 5
357874002, 6
339614720, 5
792118166, 6
937724057, 11
767375234, 5
7505365, 5
498820949, 4
523247479, 3
426264103, 5
718779416, 4
82962048, 2
636375780, 5
897935642, 3
792369077, 6
144305104, 3
228037627, 3
226571147, 5
714838241, 4
787562991, 6
688689, 5
690474049, 5
102245207, 4
766293669, 3
7899022, 9
249539011, 8
792679367, 4
71046801, 3
345290665, 5
260425232, 7
563454183, 5
284240271, 3
467058777, 5
818039957, 4
679697758, 4
481799387, 7
621577829, 2
63916122, 5
960967367, 4
895250972, 4
490551219, 4
851457087, 8
868192100, 3
244148532, 4
105300155, 2
213788342, 3
77413141, 6
811261927, 7
149781065, 6
388530507, 6
259034096, 10
556956424, 4
539453271, 4
900452654, 9
21828201, 3
676274087, 4
678816009, 8
284676122, 3
587262536, 5
505326589, 2
846295641, 3
245448329, 2
94579170, 4
100609436, 7
96776206, 3
267241710, 5
682994135, 2
187697374, 8
962093589, 6
890402538, 9
918576248, 3
312963736, 4
870228326, 6
117703304, 8
77132600, 1
147513901, 5
891123261, 5
15722294, 3
767790479, 3
365872242, 7
88029917, 5
773529250, 4
187947907, 8
64519152, 6
221543621, 4
314546286, 9
93370696, 4
985094417, 3
726332126, 3
254819261, 5
928665009, 2
362016552, 6
721235113, 6
569603202, 5
248221909, 5
208180372, 8
710315360, 5
414385670, 4
519549508, 9
629354482, 7
397647482, 5
254273869, 4
931617434, 6
219184348, 5
509804591, 5
250839530, 5
792386999, 6
959515185, 6
473914233, 7
12359256, 9
648804199, 4
25124090, 2
427718728, 4
46155976, 5
894588155, 8
455781610, 3
687375913, 3
373969768, 4
86880171, 6
829636195, 4
172921584, 3
725719516, 5
603760762, 5
426672194, 3
48087664, 4
351694542, 3
615921567, 4
265829567, 7
372207804, 4
439582700, 4
329676921, 4
698734953, 4
278365532, 2
564073125, 4
236327871, 5
304957750, 4
148451670, 6
309546672, 6
824122152, 5
998992687, 4
364797824, 6
201875805, 5
640883057, 6
94566413, 4
953260446, 6
724478706, 6
443753750, 6
652725453, 4
662070597, 7
695283952, 4
546681601, 7
863546500, 6
497302245, 7
483645929, 2
831964258, 6
914062010, 4
837255903, 5
104105213, 5
624595349, 6
39158911, 7
271559370, 4
49250030, 7
10478144, 3
161888271, 3
522532059, 5
495922398, 5
39249023, 6
737316646, 7
611873635, 8
396406446, 6
240775990, 5
568804823, 4
530453105, 3
578693354, 3
795929989, 4
584011822, 5
909443472, 8
335979634, 3
417311577, 6
830605379, 4
38608817, 6
735993261, 5
772871448, 7
516152108, 7
135494497, 4
